Date,Time,COOK AND PHILLIP AQI hourly AQI [index]
14/01/2020,4:00,61
14/01/2020,5:00,55
14/01/2020,6:00,51
14/01/2020,7:00,48
14/01/2020,8:00,47
14/01/2020,9:00,45
14/01/2020,10:00,42
14/01/2020,11:00,42
14/01/2020,12:00,42
14/01/2020,13:00,43
14/01/2020,14:00,43
14/01/2020,15:00,43
14/01/2020,16:00,43
14/01/2020,17:00,43
14/01/2020,18:00,43
14/01/2020,19:00,42
14/01/2020,20:00,43
14/01/2020,21:00,45
14/01/2020,22:00,46
14/01/2020,23:00,46
14/01/2020,24:00:00,47
15/01/2020,1:00,46
15/01/2020,2:00,44
15/01/2020,3:00,46
15/01/2020,4:00,45
15/01/2020,5:00,44
15/01/2020,6:00,44
15/01/2020,7:00,44
15/01/2020,8:00,43
15/01/2020,9:00,39
15/01/2020,10:00,37
15/01/2020,11:00,38
15/01/2020,12:00,37
15/01/2020,13:00,37
15/01/2020,14:00,37
15/01/2020,15:00,37
15/01/2020,16:00,36
15/01/2020,17:00,36
15/01/2020,18:00,37
15/01/2020,19:00,38
15/01/2020,20:00,36
15/01/2020,21:00,34
15/01/2020,22:00,33
15/01/2020,23:00,33
15/01/2020,24:00:00,34
16/01/2020,1:00,35
16/01/2020,2:00,34
16/01/2020,3:00,33
16/01/2020,4:00,33
16/01/2020,5:00,33
16/01/2020,6:00,31
16/01/2020,7:00,32
16/01/2020,8:00,73
16/01/2020,9:00,79
16/01/2020,10:00,53
16/01/2020,11:00,57
16/01/2020,12:00,61
16/01/2020,13:00,62
16/01/2020,14:00,67
16/01/2020,15:00,77
16/01/2020,16:00,74
16/01/2020,17:00,80
16/01/2020,18:00,84
16/01/2020,19:00,92
16/01/2020,20:00,96
16/01/2020,21:00,98
16/01/2020,22:00,99
16/01/2020,23:00,105
16/01/2020,24:00:00,108
17/01/2020,1:00,130
17/01/2020,2:00,156
17/01/2020,3:00,119
17/01/2020,4:00,124
17/01/2020,5:00,131
17/01/2020,6:00,127
17/01/2020,7:00,128
17/01/2020,8:00,123
17/01/2020,9:00,121
17/01/2020,10:00,118
17/01/2020,11:00,224
17/01/2020,12:00,201
17/01/2020,13:00,160
17/01/2020,14:00,159
17/01/2020,15:00,163
17/01/2020,16:00,168
17/01/2020,17:00,168
17/01/2020,18:00,168
17/01/2020,19:00,164
17/01/2020,20:00,162
17/01/2020,21:00,161
17/01/2020,22:00,160
17/01/2020,23:00,159
17/01/2020,24:00:00,157
18/01/2020,1:00,155
18/01/2020,2:00,148
18/01/2020,3:00,149
18/01/2020,4:00,146
18/01/2020,5:00,142
18/01/2020,6:00,143
18/01/2020,7:00,144
18/01/2020,8:00,145
18/01/2020,9:00,145
18/01/2020,10:00,142
18/01/2020,11:00,132
18/01/2020,12:00,116
18/01/2020,13:00,105
18/01/2020,14:00,96
18/01/2020,15:00,87
18/01/2020,16:00,78
18/01/2020,17:00,74
18/01/2020,18:00,71
18/01/2020,19:00,70
18/01/2020,20:00,70
18/01/2020,21:00,68
18/01/2020,22:00,66
18/01/2020,23:00,65
18/01/2020,24:00:00,64
19/01/2020,1:00,61
19/01/2020,2:00,59
19/01/2020,3:00,55
19/01/2020,4:00,55
19/01/2020,5:00,55
19/01/2020,6:00,53
19/01/2020,7:00,51
19/01/2020,8:00,50
19/01/2020,9:00,49
19/01/2020,10:00,50
19/01/2020,11:00,50
19/01/2020,12:00,46
19/01/2020,13:00,45
19/01/2020,14:00,44
19/01/2020,15:00,40
19/01/2020,16:00,41
19/01/2020,17:00,41
19/01/2020,18:00,37
19/01/2020,19:00,35
19/01/2020,20:00,34
19/01/2020,21:00,39
19/01/2020,22:00,37
19/01/2020,23:00,35
19/01/2020,24:00:00,35
20/01/2020,1:00,36
20/01/2020,2:00,36
20/01/2020,3:00,34
20/01/2020,4:00,31
20/01/2020,5:00,32
20/01/2020,6:00,32
20/01/2020,7:00,33
20/01/2020,8:00,33
20/01/2020,9:00,32
20/01/2020,10:00,30
20/01/2020,11:00,31
20/01/2020,12:00,35
20/01/2020,13:00,36
20/01/2020,14:00,33
20/01/2020,15:00,35
20/01/2020,16:00,33
20/01/2020,17:00,33
20/01/2020,18:00,33
20/01/2020,19:00,36
20/01/2020,20:00,35
20/01/2020,21:00,40
20/01/2020,22:00,35
20/01/2020,23:00,36
20/01/2020,24:00:00,37
21/01/2020,1:00,36
21/01/2020,2:00,36
21/01/2020,3:00,39
21/01/2020,4:00,
21/01/2020,5:00,
21/01/2020,6:00,
21/01/2020,7:00,
21/01/2020,8:00,
21/01/2020,9:00,
21/01/2020,10:00,
21/01/2020,11:00,
21/01/2020,12:00,
21/01/2020,13:00,
21/01/2020,14:00,
21/01/2020,15:00,
21/01/2020,16:00,
21/01/2020,17:00,
21/01/2020,18:00,
21/01/2020,19:00,
21/01/2020,20:00,
21/01/2020,21:00,
21/01/2020,22:00,
21/01/2020,23:00,
21/01/2020,24:00:00,
22/01/2020,1:00,
22/01/2020,2:00,
22/01/2020,3:00,
22/01/2020,4:00,
22/01/2020,5:00,
22/01/2020,6:00,
22/01/2020,7:00,
22/01/2020,8:00,
22/01/2020,9:00,
22/01/2020,10:00,
22/01/2020,11:00,
22/01/2020,12:00,
22/01/2020,13:00,
22/01/2020,14:00,
22/01/2020,15:00,
22/01/2020,16:00,
22/01/2020,17:00,
22/01/2020,18:00,
22/01/2020,19:00,
22/01/2020,20:00,
22/01/2020,21:00,
22/01/2020,22:00,
22/01/2020,23:00,
22/01/2020,24:00:00,
23/01/2020,1:00,
23/01/2020,2:00,
23/01/2020,3:00,
23/01/2020,4:00,
23/01/2020,5:00,
23/01/2020,6:00,
23/01/2020,7:00,
23/01/2020,8:00,
23/01/2020,9:00,
23/01/2020,10:00,
23/01/2020,11:00,
23/01/2020,12:00,
23/01/2020,13:00,
23/01/2020,14:00,
23/01/2020,15:00,
23/01/2020,16:00,
23/01/2020,17:00,
23/01/2020,18:00,
23/01/2020,19:00,
23/01/2020,20:00,
23/01/2020,21:00,
23/01/2020,22:00,
23/01/2020,23:00,
23/01/2020,24:00:00,
24/01/2020,1:00,
24/01/2020,2:00,
24/01/2020,3:00,
24/01/2020,4:00,
24/01/2020,5:00,
24/01/2020,6:00,
24/01/2020,7:00,
24/01/2020,8:00,
24/01/2020,9:00,
24/01/2020,10:00,
24/01/2020,11:00,
24/01/2020,12:00,
24/01/2020,13:00,
24/01/2020,14:00,
24/01/2020,15:00,
24/01/2020,16:00,
24/01/2020,17:00,
24/01/2020,18:00,
24/01/2020,19:00,
24/01/2020,20:00,
24/01/2020,21:00,
24/01/2020,22:00,
24/01/2020,23:00,
24/01/2020,24:00:00,
25/01/2020,1:00,
25/01/2020,2:00,
25/01/2020,3:00,
25/01/2020,4:00,
25/01/2020,5:00,
25/01/2020,6:00,
25/01/2020,7:00,
25/01/2020,8:00,
25/01/2020,9:00,
25/01/2020,10:00,
25/01/2020,11:00,
25/01/2020,12:00,
25/01/2020,13:00,
25/01/2020,14:00,
25/01/2020,15:00,
25/01/2020,16:00,
25/01/2020,17:00,
25/01/2020,18:00,
25/01/2020,19:00,
25/01/2020,20:00,
25/01/2020,21:00,
25/01/2020,22:00,
25/01/2020,23:00,
25/01/2020,24:00:00,
26/01/2020,1:00,
26/01/2020,2:00,
26/01/2020,3:00,
26/01/2020,4:00,
26/01/2020,5:00,
26/01/2020,6:00,
26/01/2020,7:00,
26/01/2020,8:00,
26/01/2020,9:00,
26/01/2020,10:00,
26/01/2020,11:00,
26/01/2020,12:00,
26/01/2020,13:00,
26/01/2020,14:00,
26/01/2020,15:00,
26/01/2020,16:00,
26/01/2020,17:00,
26/01/2020,18:00,
26/01/2020,19:00,
26/01/2020,20:00,
26/01/2020,21:00,
26/01/2020,22:00,
26/01/2020,23:00,
26/01/2020,24:00:00,
27/01/2020,1:00,
27/01/2020,2:00,
27/01/2020,3:00,
27/01/2020,4:00,
27/01/2020,5:00,
27/01/2020,6:00,
27/01/2020,7:00,
27/01/2020,8:00,
27/01/2020,9:00,
27/01/2020,10:00,
27/01/2020,11:00,
27/01/2020,12:00,
27/01/2020,13:00,
27/01/2020,14:00,
27/01/2020,15:00,
27/01/2020,16:00,
27/01/2020,17:00,
27/01/2020,18:00,
27/01/2020,19:00,
27/01/2020,20:00,
27/01/2020,21:00,
27/01/2020,22:00,
27/01/2020,23:00,
27/01/2020,24:00:00,
28/01/2020,1:00,
28/01/2020,2:00,
28/01/2020,3:00,
28/01/2020,4:00,
28/01/2020,5:00,
28/01/2020,6:00,
28/01/2020,7:00,
28/01/2020,8:00,
28/01/2020,9:00,
28/01/2020,10:00,
28/01/2020,11:00,
28/01/2020,12:00,
28/01/2020,13:00,
28/01/2020,14:00,
28/01/2020,15:00,
28/01/2020,16:00,
28/01/2020,17:00,
28/01/2020,18:00,
28/01/2020,19:00,
28/01/2020,20:00,
28/01/2020,21:00,
28/01/2020,22:00,
28/01/2020,23:00,
28/01/2020,24:00:00,
29/01/2020,1:00,
29/01/2020,2:00,
29/01/2020,3:00,
29/01/2020,4:00,
29/01/2020,5:00,
29/01/2020,6:00,
29/01/2020,7:00,
29/01/2020,8:00,
29/01/2020,9:00,
29/01/2020,10:00,
29/01/2020,11:00,
29/01/2020,12:00,
29/01/2020,13:00,
29/01/2020,14:00,
29/01/2020,15:00,
29/01/2020,16:00,
29/01/2020,17:00,
29/01/2020,18:00,
29/01/2020,19:00,
29/01/2020,20:00,
29/01/2020,21:00,
29/01/2020,22:00,
29/01/2020,23:00,
29/01/2020,24:00:00,
30/01/2020,1:00,
30/01/2020,2:00,
30/01/2020,3:00,
30/01/2020,4:00,
30/01/2020,5:00,
30/01/2020,6:00,
30/01/2020,7:00,
30/01/2020,8:00,
30/01/2020,9:00,
30/01/2020,10:00,
30/01/2020,11:00,
30/01/2020,12:00,
30/01/2020,13:00,
30/01/2020,14:00,
30/01/2020,15:00,
30/01/2020,16:00,
30/01/2020,17:00,
30/01/2020,18:00,
30/01/2020,19:00,
30/01/2020,20:00,
30/01/2020,21:00,
30/01/2020,22:00,
30/01/2020,23:00,
30/01/2020,24:00:00,
